,State,stateshortname,PrisonName,stateprison,longitude,latitude
820,Virginia,VA,James River Correctional Center,1,-77.82189919999999,37.6482438
821,Virginia,VA,Keen Mountain Correctional Center,1,-81.9791376,37.2237862
822,Virginia,VA,Lawrenceville Correctional Center,1,-77.81352989999999,36.7810478
823,Virginia,VA,Lunenburg Correctional Center,1,-78.2104385,37.0164978
824,Virginia,VA,Marion Correctional Treatment Center,1,-81.50923689999999,36.8313953
825,Virginia,VA,Mecklenburg Correctional Center,1,-78.6568942,37.4315734
826,Virginia,VA,Nottoway Correctional Center,1,-78.1759321,37.1816808
827,Virginia,VA,Patrick Henry Correctional Unit,1,-80.40900440000001,37.2533296
828,Virginia,VA,Pocahontas State Correctional Center,1,-81.3633718,37.2970633
829,Virginia,VA,Powhatan Correctional Center,1,-77.835292,37.626628
830,Virginia,VA,Red Onion State Prison,1,-82.54850950000001,37.1112169
831,Virginia,VA,River North Correctional Center,1,-81.1251601,36.6148814
832,Virginia,VA,Rustburg Correctional Unit,1,-79.10085430000001,37.2768113
833,Virginia,VA,St. Brides Correctional Center,1,-76.1836685,36.6115529
834,Virginia,VA,Sussex I State Prison,1,-77.2001037,37.0448913
835,Virginia,VA,Sussex II State Prison,1,-77.2052032,37.05107539999999
836,Virginia,VA,Virginia Correctional Center for Women,1,-77.8894916,37.674593
837,Virginia,VA,Wallens Ridge State Prison,1,-82.7855316,36.842868
838,Virginia,VA,Wise Correctional Unit,1,-82.4624851,36.9164069
839,Washington,WA,Airway Heights Corrections Center (AHCC),1,-117.5760521,47.65723939999999
840,Washington,WA,Cedar Creek Corrections Center (CCCC),1,-123.1421631,46.8841325
841,Washington,WA,Clallam Bay Corrections Center (CBCC),1,-124.2880537,48.24018119999999
842,Washington,WA,Coyote Ridge Corrections Center (CRCC),1,-118.852175,46.680059
843,Washington,WA,Mission Creek Corrections Center for Women (MCCCW),1,-122.864238,47.4846492
844,Washington,WA,Monroe Correctional Complex (MCC),1,-121.9993473,47.8449162
845,Washington,WA,Olympic Corrections Center (OCC),1,-124.1363372,47.7186317
846,Washington,WA,Stafford Creek Corrections Center (SCCC),1,-123.9209148,46.9247034
847,Washington,WA,Washington Corrections Center (WCC),1,-123.1904845,47.2418851
848,Washington,WA,Washington Corrections Center for Women (WCCW),1,-122.6124267,47.3466186
849,Washington,WA,Washington State Penitentiary (WSP),1,-118.356724,46.077943
850,West Virginia,WV,Anthony Correctional Center,1,-80.12721169999999,37.963208
851,West Virginia,WV,Beckley Correctional Center,1,-81.1652615,37.7851673
852,West Virginia,WV,Charleston Correctional Center,1,-81.6198745,38.34802
853,West Virginia,WV,Parkersburg Correctional Center and Wood County Holding Center,1,-81.5607464,39.2642138
854,West Virginia,WV,Denmar Correctional Center,1,-80.2215015,38.0867277
855,West Virginia,WV,Huttonsville Correctional Center/Huttonsville Work Camp,1,-79.9797358,38.6945161
856,West Virginia,WV,Lakin Correctional Center,1,-82.0845528,38.9515808
857,West Virginia,WV,Martinsburg Correctional Center,1,-77.9562053,39.435799
858,West Virginia,WV,Mount Olive Correctional Complex/Slayton Work Camp,1,-81.2334436,38.2378833
859,West Virginia,WV,Northern Correctional Facility,1,-80.7281592,39.9104965
860,West Virginia,WV,Ohio County Correctional Center,1,-80.610489,40.1111311
861,West Virginia,WV,Pruntytown Correctional Center,1,-80.073775,39.3296769
862,West Virginia,WV,St. Marys Correctional Center,1,-81.1696075,39.4311202
863,West Virginia,WV,Salem Correctional Center,1,-80.5783707,39.2822293
864,West Virginia,WV,Stevens Correctional Center/McDowell County Corrections,1,-81.56808319999999,37.4313161
865,Wisconsin,WI,Chippewa Valley Correctional Treatment Facility (formerly Highview),1,-91.3499772,44.928746
866,Wisconsin,WI,Columbia Correctional Institution,1,-89.4921787,43.565525
867,Wisconsin,WI,Dodge Correctional Institution,1,-88.73969029999999,43.6242095
868,Wisconsin,WI,Fox Lake Correctional Institution,1,-88.9130011,43.6149518
869,Wisconsin,WI,Green Bay Correctional Institution,1,-88.0132958,44.5133188
870,Wisconsin,WI,Jackson Correctional Institution,1,-90.7892206,44.3083371
871,Wisconsin,WI,Kettle Moraine Correctional Institution,1,-88.1491317,43.72350309999999
872,Wisconsin,WI,Milwaukee Secure Detention Facility ,1,-87.9246495,43.0434105
873,Wisconsin,WI,New Lisbon Correctional Institution ,1,-90.13177499999999,43.8811854
874,Wisconsin,WI,Oakhill Correctional Institution,1,-89.3946216,42.961263
875,Wisconsin,WI,Oshkosh Correctional Institution,1,-88.5615462,44.0692813
876,Wisconsin,WI,Prairie du Chien Correctional Institution,1,-91.1410106,43.0342492
877,Wisconsin,WI,Racine Correctional Institution ,1,-87.90394669999999,42.7087936
878,Wisconsin,WI,Racine Youthful Offender Correctional Facility,1,-87.7993116,42.7369827
879,Wisconsin,WI,Redgranite Correctional Institution,1,-89.1075754,44.0537864
880,Wisconsin,WI,Stanley Correctional Institution ,1,-90.95181769999999,44.9478946
881,Wisconsin,WI,Sturtevant Transitional Facility ,1,-87.8987349,42.71312590000001
882,Wisconsin,WI,Taycheedah Correctional Institution,1,-88.3883666,43.7982215
883,Wisconsin,WI,Waupun Correctional Institution,1,-88.73158889999999,43.6296869
884,Wisconsin,WI,Wisconsin Secure Program Facility,1,-90.68297299999999,43.1432007
885,Wyoming,WY,Wyoming State Penitentiary (Rawlins),1,-107.2158143,41.765267
886,Wyoming,WY,Wyoming Women's Center (Lusk),1,-104.4670873,42.7678191
887,Wyoming,WY,Wyoming Honor Farm (Riverton),1,-108.3718248,43.0559809
888,Wyoming,WY,Wyoming Honor Conservation Camp & Boot Camp (Newcastle),1,-104.1867793,43.8802668
889,Wyoming,WY,Wyoming Medium Correctional Institution (Torrington),1,-104.11901,42.0723701
